"word","helpful","unhelpful","EXTP","NEUT","EXTN"
"categories",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"categorized",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"category",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-11.3350778849997
"categorycome",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"catharsis",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cathartic",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"cats",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"caufield",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"caught",-11.3350778849997,-9.38916773594441,-9.38916773594441,-11.3350778849997,-9.38916773594441
"cause",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"caused",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"causes",-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316
"causing",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cautiousoverlay",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cave",-11.3350778849997,-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441
"cavern",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cavesunfortunately",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cavorting",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cds",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"ceases",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"ceiling",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"celebrate",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"celebrated",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"celebration",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"celebrity",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"cell",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"cellphone",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"celluloid",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"center",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"centered",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"centers",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"central",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"centred",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"centres",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cera",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"ceradeschanel",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"ceremonies",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"certain",-8.77012852753818,-8.77012852753818,-8.77012852753818,-8.77012852753818,-11.3350778849997
"certainly",-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751
"certainty",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cest",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cgi",-8.07698134697824,-8.07698134697824,-8.07698134697824,-8.07698134697824,-8.07698134697824
"cgireshaped",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cgithe",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chacteristics",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chair",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chaiyya",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"chalk",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"challenge",-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567,-11.3350778849997
"challenged",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-10.2364655963316
"challenges",-10.2364655963316,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"challenging",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"challengingly",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chance",-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751
"chancer",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chances",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"change",-8.39063890583328,-8.39063890583328,-8.39063890583328,-8.39063890583328,-11.3350778849997
"changed",-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172
"changes",-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172
"changing",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441
"channel",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"channeling",-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983
"channels",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chaos",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"chapel",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"character",-6.33786561123561,-6.33786561123561,-6.33786561123561,-6.33786561123561,-6.33786561123561
"characterall",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"characterbeliefs",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"characterdriven",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"characterhe",-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316,-10.2364655963316
"characteri",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"characteristic",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"characterization",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"characterizations",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"characterized",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"characternot",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"characters",-6.62554768368739,-6.62554768368739,-6.62554768368739,-6.62554768368739,-6.62554768368739
"characterszooey",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"charge",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"charging",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"charisma",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"charismatic",-9.72563997256562,-9.72563997256562,-11.3350778849997,-9.72563997256562,-11.3350778849997
"charm",-8.77012852753818,-8.77012852753818,-8.77012852753818,-8.77012852753818,-8.77012852753818
"charmer",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"charming",-8.56248916275994,-8.56248916275994,-8.56248916275994,-8.56248916275994,-11.3350778849997
"charms",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chart",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"charts",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chase",-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316
"chaseme",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chasm",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chasms",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"chat",-10.2364655963316,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"chatting",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chaufferred",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chauffeur",-9.94878352387983,-11.3350778849997,-11.3350778849997,-11.3350778849997,-9.94878352387983
"cheap",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"cheated",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"check",-8.56248916275994,-8.56248916275994,-8.56248916275994,-8.56248916275994,-8.56248916275994
"checked",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"checking",-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997,-11.3350778849997
"checklist",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chediak",-11.3350778849997,-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997
"chediakthe",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cheeks",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cheeky",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cheer",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"cheered",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cheeredon",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cheerful",-10.2364655963316,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"cheerfully",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cheering",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"cheers",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cheese",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"cheeseyness",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cheesiness",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cheesy",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135
"chemical",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chemistry",-8.44470612710356,-8.44470612710356,-8.44470612710356,-8.44470612710356,-8.44470612710356
"cherished",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cherry",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chess",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"chest",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chestnut",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chewing",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chick",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"chickflick",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"chickits",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chief",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"child",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"childhood",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"childish",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"children",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167
"childrens",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chilean",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chills",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"china",-9.03249279200567,-9.03249279200567,-11.3350778849997,-9.03249279200567,-9.03249279200567
"chinese",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"chinesemade",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chip",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"chipping",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"chlo",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chloe",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997
"choice",-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567
"choices",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997
"choose",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"chop",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chopper",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"choppy",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"chops",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chord",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"choreographed",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"chorus",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-11.3350778849997
"chose",-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988
"chosen",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"chris",-11.3350778849997,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"christ",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-10.2364655963316
"christian",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316
"christie",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"christopher",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"chronicle",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chronicles",-10.2364655963316,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"chronicling",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chronological",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"chronologically",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"chronology",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"chuckle",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"chuckles",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"chunk",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"church",-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"churned",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"churning",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cillian",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cinema",-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446
"cinemas",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316
"cinematic",-8.56248916275994,-8.56248916275994,-8.56248916275994,-8.56248916275994,-8.56248916275994
"cinematically",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cinematics",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cinematographer",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316,-11.3350778849997
"cinematographers",-11.3350778849997,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"cinematography",-8.2440354316414,-8.2440354316414,-8.2440354316414,-8.2440354316414,-8.2440354316414
"cinematographyessentially",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cipher",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"circuit",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"circumstance",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"circumstances",-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997,-11.3350778849997
"cities",-9.94878352387983,-11.3350778849997,-11.3350778849997,-9.94878352387983,-9.94878352387983
"citizen",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"citizens",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"city",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"civilization",-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988
"clacking",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"claim",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"claiming",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"claims",-10.2364655963316,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"clambers",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"clarify",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"clarity",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-10.2364655963316
"clark",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"clashes",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clashing",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clasp",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"classic",-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988
"classics",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"claustrophobia",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"claustrophobic",-11.3350778849997,-9.1378533076635,-9.1378533076635,-9.1378533076635,-9.1378533076635
"clean",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"clear",-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446
"clearly",-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446
"clemence",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"clever",-8.44470612710356,-8.44470612710356,-8.44470612710356,-8.44470612710356,-8.44470612710356
"cleverly",-10.2364655963316,-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997
"clich",-7.5284153952294,-7.5284153952294,-7.5284153952294,-7.5284153952294,-7.5284153952294
"click",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clicked",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cliff",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"climate",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"climax",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-11.3350778849997
"climaxsome",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"climb",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441
"climber",-8.07698134697824,-8.07698134697824,-8.07698134697824,-8.07698134697824,-8.07698134697824
"climberoutdoorsman",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"climbers",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"climbing",-8.2440354316414,-8.2440354316414,-8.2440354316414,-8.2440354316414,-11.3350778849997
"climbs",-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316
"cling",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"clinging",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clings",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clip",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clips",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"clock",-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316,-10.2364655963316
"clogs",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clone",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"clonesummer",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"close",-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446
"closed",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"closer",-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567,-11.3350778849997
"closerit",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"closest",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"closeups",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"closing",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"closure",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"clothes",-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316
"clothing",-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316,-10.2364655963316
"cloud",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983
"cloudy",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"clown",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"cloying",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"club",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"clue",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"clueless",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-10.2364655963316
"clues",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"clumsily",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"clumsy",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cluttered",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"coaches",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"coast",-9.72563997256562,-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562
"coaster",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"coasterlike",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cockiness",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cockroach",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cocky",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"code",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"codes",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"codscience",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"coffee",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"coherent",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"cohesive",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"coincidence",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997
"coincidences",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"coincidencesim",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"coincidental",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"coincidentalespecially",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"cold",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997
"colin",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"collaboration",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"collapse",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"collapsing",-9.38916773594441,-11.3350778849997,-11.3350778849997,-9.38916773594441,-9.38916773594441
"colleague",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
